id,airbnbId,title,imageUrl,airbnbUrl,rating,reviewCount,pricePerNight,city,region,country,latitude,longitude,description,publications,designers,categories,signalSource,confidence,active,indexedAt,updatedAt,bedrooms
150016,6156317,"""The Treehouse""/studio in oaks. Ocean 6+min. walk",https://a0.muscache.com/im/pictures/79963705/3bc92bc0_original.jpg,https://www.airbnb.com/rooms/6156317,4.83,4,,Avila Beach,California,US,35.1820300,-120.7292200,"This Isolated, cozy 400 sq.ft. studio on stilts, at Sunset Magazines rated third best beach in California, has a queen bed in the bedroom, a small bathroom, couch that pulls out to a single bed in the living room. High-speed internet with WiFi, Roku-TV streaming, sm. fridge, microwave, toaster oven, electric skillet, coffee + tea pots, private deck, and covered parking. This space resides beneath large Oaks, near a creek and golf course. Sun to Thurs: 1-night minimum. Fri/Sat-2-night minimum. The space This has been a local favorite studio (""The Tree House"") in the oaks for our family and friends for many years. Walk four blocks to the beach and partake in the Friday Night Fisherman and Farmer's Market (4 to 8 pm, April through September) for plenty of food, happy taverns, wine tasting, en",,,"[""treehouse""]",text_match,90,yes,2026-03-26 23:58:44,2026-03-27 13:16:36,
150017,52350696,Mid-century Modern Treehouse Close to Downtown,https://a0.muscache.com/im/pictures/miso/Hosting-52350696/original/086a4023-a731-49fd-9412-e288c481b496.jpeg,https://www.airbnb.com/rooms/52350696,5,5,,San Luis Obispo,California,US,35.2727000,-120.6461000,"Welcome to our Treehouse! This incredible home will comfortably host your entire group with great sleeping accommodations. With three living spaces and 4 decks, you can always find a quiet space. Built over a natural seasonal creek and a waterfall in the backyard, bamboo, mature trees, even a statue of Buddha... our home is the ultimate retreat. You can easily walk downtown and quickly get to local hiking and biking trails. The space Walking up to the home and you know you've come to a special place. As you cross the bridge over the creek, both the home and the 40 foot bamboo tower above as they welcome you. With 6 half levels, this house seems endless with defined and purposeful spaces including a dining room, three separate living areas, and the most relaxing home office and gym you've e",,,"[""treehouse""]",text_match,90,yes,2026-03-26 23:58:44,2026-03-27 13:16:36,
150018,68238,Carmel Rustic Cabin Like a Treehouse + Dog,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NjgyMzg%3D/original/649b203f-7d79-4e0e-aebe-d1df6f48b87d.jpeg,https://www.airbnb.com/rooms/68238,4.8,4,,Carmel,California,US,36.5664200,-121.9205300,"Stay in our Carmel Rustic Cabin along with your dogs (see dog fee below) while shopping, visiting local wineries and restaurants or just walking your dog off-leash along Carmel's white sandy beach. Hidden in the woods, our rustic cabin is like a treehouse with all the amenities and minutes from downtown and the beaches. FYI the coast drive is now accessible between here and LA, but may be shut down during stormy weather, so be sure to follow local weather reports or just call Caltrans. The space You'll find our Rustic Cabin like a Treehouse is perfect for two . . . Simple. Comfortable and Cozy (250 sq ft). PLUS, the cabin is very quiet, very private, and equipped with a small ""kitchenette,"" super high-speed WIFI for streaming and cable TV. We provide coffee and tea to get you started in th",,,"[""treehouse""]",text_match,90,yes,2026-03-26 23:58:44,2026-03-27 13:16:36,
210007,760008946312047476,"Little Antler A-Frame | cozy, quiet, & lake access",https://a0.muscache.com/im/pictures/miso/Hosting-760008946312047476/original/e4b6fa1f-71df-4a94-a5fb-c781dc336224.jpeg,https://www.airbnb.com/rooms/760008946312047476,4.99,94,,Lake Arrowhead,California,US,34.2441400,-117.1730500,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:24,2026-03-27 13:16:35,
210008,1451542818657810429,Modern Black A-Frame overlooking a Meadow w/ AC!,https://a0.muscache.com/im/pictures/prohost-api/Hosting-1451542818657810429/original/5312630c-fffe-4aaa-a824-859d0fd4c3a5.jpeg,https://www.airbnb.com/rooms/1451542818657810429,5,6,,Shaver Lake,California,US,37.0770956,-119.3098786,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:24,2026-03-27 13:16:35,
210009,54071556,Nostalgic A-Frame - Family Friendly + Lake View,https://a0.muscache.com/im/pictures/miso/Hosting-54071556/original/96dc2ba5-1e2f-4657-a4a1-c3a3715e0e98.jpeg,https://www.airbnb.com/rooms/54071556,4.94,36,,Lake Almanor Country Club,California,US,40.2595400,-121.1393800,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:24,2026-03-27 13:16:35,
210010,879672385663948980,"The Topanga A-Frame & Spa, with a heavenly view",https://a0.muscache.com/im/pictures/miso/Hosting-879672385663948980/original/31b5f0e3-2991-4b62-9e5f-6ff39dfbcc8b.jpeg,https://www.airbnb.com/rooms/879672385663948980,5,120,,Topanga,California,US,34.0780800,-118.5987400,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:24,2026-03-27 13:16:35,
210011,1153687387346697136,"Mountain Lake A-Frame | Forest, AC, Auto-Generator",https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE1MzY4NzM4NzM0NjY5NzEzNg==/original/fd8cc629-d066-4ede-85ce-7fb1452194f7.jpeg,https://www.airbnb.com/rooms/1153687387346697136,5,93,,Green Valley Lake,California,US,34.2409000,-117.0836000,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:24,2026-03-27 13:16:35,
210012,1079686710402743295,"Romantic A-Frame Cabin | Hot Tub, Fire Pit, Hiking",https://a0.muscache.com/im/pictures/prohost-api/Hosting-1079686710402743295/original/7437d688-1419-457d-b52f-3389345ea6d4.jpeg,https://www.airbnb.com/rooms/1079686710402743295,5,211,,Running Springs,California,US,34.2140000,-117.0804000,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:24,2026-03-27 13:16:35,
210013,1501922492575019052,Cozy A-Frame Cabin in the Forest: @theyayframe,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTUwMTkyMjQ5MjU3NTAxOTA1Mg==/original/3a94c260-aa84-4aac-b718-6cd82abe3771.jpeg,https://www.airbnb.com/rooms/1501922492575019052,5,16,,Pine Mountain Club,California,US,34.8385000,-119.1441000,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:24,2026-03-27 13:16:35,
210014,629869880788322512,"Designer A-Frame with Chef's Kitchen, Pets Welcome",https://a0.muscache.com/im/pictures/hosting/Hosting-629869880788322512/original/97c7069b-4e9d-4f41-9bd9-a98e981555c6.png,https://www.airbnb.com/rooms/629869880788322512,4.99,89,,Lake Arrowhead,California,US,34.2601900,-117.2235700,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:24,2026-03-27 13:16:35,
210015,1442140123542149697,Delta Dens: A New Scandinavian A-Frame Home,https://a0.muscache.com/im/pictures/hosting/Hosting-1442140123542149697/original/aa652ec8-74fd-4ecb-bdb1-9e3f6d4c6cc1.jpeg,https://www.airbnb.com/rooms/1442140123542149697,5,8,,Big Bear Lake,California,US,34.2576500,-116.8492200,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:24,2026-03-27 13:16:35,
210016,1101846603976490130,"Aframe,Pickleball,AC,Spa,E-scooters,SUPBoards,Yard",https://a0.muscache.com/im/pictures/hosting/Hosting-1101846603976490130/original/0888495f-c576-4477-a010-a725c524bb0c.jpeg,https://www.airbnb.com/rooms/1101846603976490130,4.99,95,,Big Bear Lake,California,US,34.2575800,-116.8157000,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:24,2026-03-27 13:16:35,
210018,1307597890546521329,"A-Frame Retreat | Sleeps 6, Pool, Mtn views, 20 Ac",https://a0.muscache.com/im/pictures/hosting/Hosting-1307597890546521329/original/efa92b76-f5ed-49a2-9c65-2085a0772a40.jpeg,https://www.airbnb.com/rooms/1307597890546521329,5,4,,Rumsey,California,US,38.8881280,-122.2450954,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:25,2026-03-27 13:16:35,
210019,44406874,•DeanerDen• Cutie A-Frame•NEW Carpet• Dogs OK,https://a0.muscache.com/im/pictures/bbe7bbd9-67de-4a12-a338-4b6580993ddd.jpg,https://www.airbnb.com/rooms/44406874,4.99,158,,Arnold,California,US,38.2512900,-120.3239100,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:25,2026-03-27 13:16:35,
210020,1143607134680279230,Unique Former Music Venue Hollywood Hills-Sunset B,https://a0.muscache.com/im/pictures/miso/Hosting-1143607134680279230/original/22bf3080-7ad0-41b3-bdcd-4322fae46f29.png,https://www.airbnb.com/rooms/1143607134680279230,4.96,90,,Los Angeles,California,US,34.1028500,-118.3806300,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:25,2026-03-27 13:16:35,
210021,1398823413285720587,The Mondrian A-Frame,https://a0.muscache.com/im/pictures/miso/Hosting-1398823413285720587/original/72918e61-70c4-4846-b27a-351f427a9f73.jpeg,https://www.airbnb.com/rooms/1398823413285720587,5,20,,Running Springs,California,US,34.2149768,-117.1213197,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:25,2026-03-27 13:16:35,
210022,1095873847808143432,"A-Frame Retreat | Sleeps 4, Pool, Mtn views, 20 Ac",https://a0.muscache.com/im/pictures/hosting/Hosting-1095873847808143432/original/c6b9e1c8-cbda-4bbd-8034-a35e7e346fb9.jpeg,https://www.airbnb.com/rooms/1095873847808143432,5,4,,Rumsey,California,US,38.8875900,-122.2412600,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:25,2026-03-27 13:16:35,
210023,560354839880000684,Creekside A-Frame Retreat w/Barrel Sauna,https://a0.muscache.com/im/pictures/af913838-b96a-4bab-b7b1-bdb8b81e5bb9.jpg,https://www.airbnb.com/rooms/560354839880000684,4.99,173,,Running Springs,California,US,34.2136000,-117.1235800,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:25,2026-03-27 13:16:35,
210024,1486233243481996026,The Capricorn Cabin,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTQ4NjIzMzI0MzQ4MTk5NjAyNg==/original/37d5d2c3-910e-4c63-aa01-204a88bf68d9.jpeg,https://www.airbnb.com/rooms/1486233243481996026,5,78,,Big Bear Lake,California,US,34.2421800,-116.8324600,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:25,2026-03-27 13:16:35,
210025,721727058424606366,"Treehouse A-Frame w/ Hot Tub, Games, BBQ & Views",https://a0.muscache.com/im/pictures/prohost-api/Hosting-721727058424606366/original/e1d467aa-01d7-461e-abb2-2fbca985c825.jpeg,https://www.airbnb.com/rooms/721727058424606366,4.99,102,,Big Bear Lake,California,US,34.2341300,-116.8561400,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:25,2026-03-27 13:16:35,
210026,1453050789858030315,Luxury A-Frame + Hot Tub + Walk to Lake + Game rm,https://a0.muscache.com/im/pictures/miso/Hosting-1453050789858030315/original/fe825508-dbd5-45dd-a5e9-bff326dfd2c4.jpeg,https://www.airbnb.com/rooms/1453050789858030315,5,20,,Lake Arrowhead,California,US,34.2657000,-117.2040000,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:25,2026-03-27 13:16:35,
210027,43170251,The Far Out -  A Frame cabin in the woods,https://a0.muscache.com/im/pictures/miso/Hosting-43170251/original/f9a2cd57-8e61-4f9b-9bba-47db2c1cda42.jpeg,https://www.airbnb.com/rooms/43170251,4.99,498,,Idyllwild-Pine Cove,California,US,33.7566400,-116.7028400,,,,"[""a-frame""]",text_match,80,yes,2026-03-27 04:34:25,2026-03-27 13:16:35,
240001,33828372,Luxury treehouse with views of the Sierras,https://a0.muscache.com/im/pictures/6e49ba99-b749-4f08-a04e-5c18a94ea02f.jpg,https://www.airbnb.com/rooms/33828372,4.99,195,,Visalia,California,US,36.3528500,-119.2254500,,,,"[""treehouse""]",text_match,80,yes,2026-03-27 05:03:38,2026-03-27 13:16:36,
240002,613787627488951101,Whimsical Vista Treehouse,https://a0.muscache.com/im/pictures/9546f764-d5de-4ab5-9862-70e3c423c1c8.jpg,https://www.airbnb.com/rooms/613787627488951101,4.97,158,,Vista,California,US,33.1942300,-117.1865600,,,,"[""treehouse""]",text_match,80,yes,2026-03-27 05:03:38,2026-03-27 13:16:36,
240003,28403177,Grass Valley Treehouse Retreat near the Yuba River,https://a0.muscache.com/im/pictures/71bd0ad0-1b4c-4ecc-b771-417bb105a38e.jpg,https://www.airbnb.com/rooms/28403177,4.98,356,,Grass Valley,California,US,39.1859500,-121.0589100,,,,"[""treehouse""]",text_match,80,yes,2026-03-27 05:03:38,2026-03-27 13:16:36,
240004,1572689146182336204,Treehouse at Victorian Mansion (with breakfast),https://a0.muscache.com/im/pictures/hosting/Hosting-1572689146182336204/original/7a8b634d-0a47-4306-a560-3e4db2161e7b.jpeg,https://www.airbnb.com/rooms/1572689146182336204,5,3,,Los Alamos,California,US,34.7439000,-120.2808000,,,,"[""treehouse""]",text_match,80,yes,2026-03-27 05:03:38,2026-03-27 13:16:36,
240005,10307039,Golden Hill Tree House,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAzMDcwMzk%3D/original/f3df0bca-b7d2-4bd2-9139-d11ffa5d9a62.jpeg,https://www.airbnb.com/rooms/10307039,4.99,414,,San Diego,California,US,32.7158300,-117.1320200,,,,"[""treehouse""]",text_match,80,yes,2026-03-27 05:03:38,2026-03-27 13:16:36,
240006,1347221086423725115,DK's Treehouse,https://a0.muscache.com/im/pictures/hosting/Hosting-1347221086423725115/original/7522ff0e-55c6-4983-8fd0-af4a72a751ef.png,https://www.airbnb.com/rooms/1347221086423725115,5,18,,Big Bear Lake,California,US,34.2568403,-116.8520689,,,,"[""treehouse""]",text_match,80,yes,2026-03-27 05:03:38,2026-03-27 13:16:36,
270010,53296516,The Nest | Tiny Treehouse | Hot Tub_Private Creek,https://a0.muscache.com/im/pictures/hosting/Hosting-53296516/original/964e4be4-8e32-443d-9e2e-ff3fcb1a09fd.jpeg,https://www.airbnb.com/rooms/53296516,4.92,379,,Sultan,Washington,US,47.8852800,-121.7351100,,,,"[""treehouse""]",text_match,80,yes,2026-03-27 05:20:04,2026-03-27 13:16:36,
270011,49739261,"Bellingham Treehouse w/ Waterfall, View, & Hot Tub",https://a0.muscache.com/im/pictures/prohost-api/Hosting-49739261/original/e281cadb-7ded-49e9-b903-073861d8185b.jpeg,https://www.airbnb.com/rooms/49739261,4.94,441,,Bellingham,Washington,US,48.6841000,-122.4305000,,,,"[""treehouse""]",text_match,80,yes,2026-03-27 05:20:04,2026-03-27 13:16:36,
270012,904225550353085679,The Understory Treehouse,https://a0.muscache.com/im/pictures/miso/Hosting-904225550353085679/original/a7bbd49a-02b7-47fc-b5d5-f3461c5a8338.jpeg,https://www.airbnb.com/rooms/904225550353085679,4.94,106,,Bellingham,Washington,US,48.8459800,-122.3379000,,,,"[""treehouse""]",text_match,80,yes,2026-03-27 05:20:05,2026-03-27 13:16:36,
270013,38484359,The Nut House,https://a0.muscache.com/im/pictures/b66225a3-1900-4aaf-ace1-66748ec672a7.jpg,https://www.airbnb.com/rooms/38484359,5,311,,Camano,Washington,US,48.2050400,-122.4684900,,,,"[""treehouse""]",text_match,80,yes,2026-03-27 05:20:05,2026-03-27 13:16:36,
270014,644487931421139781,Dreamy Rustic Treehouse Cabin on Green Bluff,https://a0.muscache.com/im/pictures/miso/Hosting-644487931421139781/original/eaf62ad8-bf9f-4d09-8736-64361e04e5dd.jpeg,https://www.airbnb.com/rooms/644487931421139781,4.95,176,,Green Bluff,Washington,US,47.8320000,-117.2517000,,,,"[""treehouse""]",text_match,80,yes,2026-03-27 05:20:05,2026-03-27 13:16:36,
270015,24609185,Sir Cedric's Cedar Treehouse,https://a0.muscache.com/im/pictures/60ef8284-a0b1-4386-9d14-ef28e305c219.jpg,https://www.airbnb.com/rooms/24609185,4.98,655,,Ferndale,Washington,US,48.8567000,-122.5334300,,,,"[""treehouse""]",text_match,80,yes,2026-03-27 05:20:05,2026-03-27 13:16:36,
270017,1230046602093576847,Cedar Treehouse Nature Retreat,https://a0.muscache.com/im/pictures/miso/Hosting-1213035898397027421/original/72654c56-1d24-4f3c-9a3e-488c002d1a43.jpeg,https://www.airbnb.com/rooms/1230046602093576847,4.97,39,,Acme,Washington,US,48.7123500,-122.2073200,,,,"[""treehouse""]",text_match,80,yes,2026-03-27 05:20:23,2026-03-27 13:16:36,
270018,48443651,Treehouse Whidbey,https://a0.muscache.com/im/pictures/4dc8c45f-e51a-49c2-9a2d-763a87d7a3f8.jpg,https://www.airbnb.com/rooms/48443651,5,154,,Clinton,Washington,US,47.9127200,-122.3834300,,,,"[""treehouse""]",text_match,80,yes,2026-03-27 05:20:23,2026-03-27 13:16:36,
270019,1253189222424934617,Kalptaru Treehouse  Retreat,https://a0.muscache.com/im/pictures/hosting/Hosting-1253189222424934617/original/001aa217-a72a-4f11-b618-914400a57a86.jpeg,https://www.airbnb.com/rooms/1253189222424934617,4.93,82,,Woodinville,Washington,US,47.7203831,-122.0613920,,,,"[""treehouse""]",text_match,80,yes,2026-03-27 05:20:23,2026-03-27 13:16:36,
270020,3425988,Washougal Riverside Treehouse,https://a0.muscache.com/im/pictures/1ed21bb9-8537-45da-be73-30b706c8d538.jpg,https://www.airbnb.com/rooms/3425988,4.95,1013,,Washougal,Washington,US,45.5873300,-122.3652300,,,,"[""treehouse""]",text_match,80,yes,2026-03-27 05:20:23,2026-03-27 13:16:36,
270021,244716,Romantic Treehouse Farm Stay,https://a0.muscache.com/im/pictures/d99e4fc6-8b31-4505-92d9-81404f70ad0f.jpg,https://www.airbnb.com/rooms/244716,4.94,579,,Port Angeles,Washington,US,48.1053600,-123.5797800,,,,"[""treehouse""]",text_match,80,yes,2026-03-27 05:20:23,2026-03-27 13:16:36,
